Gene	Length
RP11-388C12.1	898
FN3KRP	2944
RP11-388C12.5	333
FN3K	3831
RP11-388C12.8	642
TBCD	23081
RP11-567O16.1	413
ZNF750	3158
RP11-497H17.1	504
B3GNTL1	6891
RP11-1197K16.2	628
METRNL	2711
AC144831.3	611
AC144831.1	2656
AC139099.7	3504
AC139099.4	3915
AC139099.5	2625
RPL23AP87	2256
LINC02564	1432
AP005530.2	610
FAM166AP6	763
TUBB8B	1633
RP11-683L23.7	741
IL9RP4	1248
RP11-683L23.6	129
ROCK1P1	2645
MIR8078	84
USP14	5987
THOC1	8102
THOC1-DT	2131
RP11-720L2.4	548
COLEC12	7343
RP11-720L2.2	454
LINC01925	500
CETN1	1735
RN7SKP146	334
CLUL1	3846
RP11-806L2.4	2438
TYMSOS	2582
RP11-806L2.2	2106
RP11-806L2.5	268
TYMS	2421
ENOSF1	11390
RP11-806L2.6	326
YES1	5100
RP11-769O8.1	1714
RP11-769O8.2	464
RP11-769O8.3	1605
RNU1-109P	147
RP11-672L10.6	483
BOLA2P1	232
RP11-672L10.5	520
RP11-672L10.3	351
RP11-672L10.2	3902
ADCYAP1	3877
LINC01904	861
RP11-689C9.1	657
RP11-78F17.1	2307
SLC25A3P3	872
COX6CP3	223
LINC00470	9091
RN7SKP72	292
RP11-288C17.3	292
RP11-288C17.1	1105
RP11-476K15.1	9176
CTD-2015H3.2	505
CTD-2015H3.1	574
RP11-161I6.2	6656
AIDAP3	997
RP11-715F3.4	1690
METTL4	5724
ENSG10010136978.1	135
RP11-715F3.2	1049
RP11-715F3.1	429
NDC80	3554
KATNBL1P3	909
RNU6-340P	107
CBX3P2	1429
SMCHD1	12447
RP11-703M24.5	1049
EMILIN2	6469
LPIN2	6629
RP11-737O24.5	720
CHORDC1P4	1341
RP11-737O24.2	3632
RP11-737O24.1	568
SNRPCP4	427
RP11-193E15.4	319
MYOM1	6434
RNU7-25P	62
RP13-270P17.2	1771
RP13-270P17.3	686
MYL12A	3032
MYL12-AS1	1063
MYL12B	1738
RP11-838N2.5	1180
LINC01895	2085
RPL31P59	332
IGLJCOR18	424
RPL21P127	477
TGIF1	8121
BOD1P1	436
GAPLINC	1051
DLGAP1	12078
RN7SL39P	297
RP11-710M11.1	586
DLGAP1-AS1	2116
DLGAP1-AS2	3171
RP11-874J12.4	1761
RP11-874J12.3	557
DLGAP1-AS3	5198
MIR6718	80
RNU6-831P	107
DLGAP1-AS4	2545
GAPDHP66	967
DLGAP1-AS5	2878
RP11-138C24.2	208
ELOCP27	229
RP11-172F10.1	631
PPIAP14	496
LINC01892	2807
BOD1P2	481
AKAIN1	3117
RP11-190I17.2	547
RP11-835E18.6	1590
RP11-835E18.5	977
LINC00526	1875
LINC00667	10094
RP11-835E18.4	913
ZBTB14	4144
CTD-3096M3.1	471
CTD-3096M3.2	463
EPB41L3	12203
RP11-286N3.1	578
RP11-286N3.2	456
MIR3976HG	16214
MIR3976	139
TMEM200C	10638
RP11-945C19.4	3675
RP11-793A3.2	2234
L3MBTL4	7959
RP11-793A3.1	244
RNU5F-3P	117
L3MBTL4-AS1	2044
MIR4317	65
RP11-637N19.1	3174
RNU6-349P	107
RPL6P27	872
CTD-2124B20.2	567
LINC01387	603
CTD-2124B20.3	658
RN7SL282P	297
RP11-91I8.1	508
RP11-91I8.2	1929
ARHGAP28-AS1	491
ARHGAP28	11912
RP11-146G7.5	1476
RP11-146G7.2	544
LINC00668	4866
SCML2P1	1100
RNU6-916P	109
LAMA1	15857
RP11-781P6.1	2295
RP11-76K13.3	607
SLC25A51P2	889
LRRC30	923
ENSG10010136995.1	134
RP11-802O4.1	770
PTPRM	9900
RP11-678G15.2	1737
RP11-678G15.1	1613
RP11-931H21.1	3243
RP11-376P6.4	2218
RP11-376P6.3	513
RP11-789C17.3	616
RP11-789C17.1	2315
RP11-789C17.5	193
COP1P1	2176
RN7SL50P	298
THEMIS3P	1586
AKR1B1P6	839
RAB12	2477
RP11-661O13.1	780
TOMM20P3	389
GACAT2	818
MTCL1	12665
RP11-674N23.4	650
RP11-772F18.1	3001
RP11-143J12.4	1033
RPS4XP19	736
NDUFV2	2711
RP11-21J18.1	1050
RP11-143J12.3	544
NDUFV2-AS1	1432
ANKRD12	12248
RP11-888D10.4	1003
TWSG1-DT	5142
TWSG1	4435
RP11-888D10.5	974
RP11-61L19.2	586
RALBP1	8041
RP11-61L19.1	3485
RNU2-27P	142
PPP4R1	8131
RP11-881L2.1	534
PPP4R1-AS1	379
RNU6-903P	109
LINC02856	970
KRT18P8	1246
RAB31	5476
RP11-692N5.2	368
ZNF415P1	1166
RN7SL862P	298
RP11-474N24.7	1030
RNA5SP449	130
PIGPP4	307
TXNDC2	3392
RP11-474N24.6	534
VAPA	11866
RNA5SP450	102
RP11-419J16.1	740
RP11-138E9.3	943
RP11-138E9.2	2097
RP11-243E13.2	472
RP11-243E13.3	1514
LINC01254	3225
RP11-243E13.4	1251
APCDD1	5937
NAPG	5589
RP11-883A18.3	855
LINC01887	860
RP11-856M7.7	145
MIX23P1	430
RP11-856M7.4	422
RP11-856M7.8	159
PMM2P1	730
RP11-856M7.1	3566
PIEZO2	15702
RP11-856M7.2	823
KIAA0895LP1	3016
MIR6788	66
RP11-513M1.1	800
RP11-93H10.1	1647
RP11-128P17.2	810
RP11-128P17.4	697
RP11-128P17.3	279
LINC01928	504
LINC01255	8810
RP11-712C7.2	482
SLC35G4	1017
RP11-677O4.5	108
NPIPB1P	1133
RP11-677O4.6	296
RP11-677O4.4	489
MIR7153	57
RP11-677O4.2	3710
GNAL	8165
ASNSP6	1618
RP11-677O4.8	3691
RP11-78A19.2	568
CHMP1B	3032
CHMP1B-AS1	553
RP11-78A19.4	400
MPPE1	6773
RP11-820I16.4	512
RP11-820I16.1	379
RP11-820I16.2	329
IMPA2	3819
RP11-820I16.3	528
RP11-703I16.1	527
RP11-703I16.3	200
RP11-703I16.2	364
AP002414.1	1147
RP11-815J4.7	1148
RP11-815J4.6	3423
RP11-815J4.1	258
RP11-815J4.5	1468
ANKRD62	4837
RNU6-324P	106
SDHDP1	474
PMM2P2	732
RP11-64C12.5	745
RP11-64C12.4	422
RP11-64C12.3	2209
MIX23P3	430
RP11-64C12.6	485
PPIAP56	467
CIDEA	1810
RP11-64C12.1	3313
RP11-64C12.8	733
RNU6-170P	104
TUBB6	3941
AFG3L2	6708
RNU7-129P	62
PRELID3A	2643
RP11-861E21.1	168
RP11-861E21.2	5428
SPIRE1	6532
RP11-861E21.3	596
PSMG2	2759
CEP76	6165
RP11-973H7.3	720
RP11-973H7.5	310
LINC01882	2350
PTPN2	8718
STK25P1	838
EIF4A2P1	1063
SEH1L	10481
CEP192-DT	474
CEP192	9901
RP11-807E13.3	710
RP11-807E13.2	1053
RP11-794M8.2	466
RP11-794M8.1	2086
LDLRAD4	35894
RP11-756J15.3	228
C18orf15	2534
RP11-756J15.4	589
RP11-756J15.2	696
RP11-691H4.3	480
LDLRAD4-AS1	2190
MIR5190	80
RP11-691H4.4	498
RP11-53B2.1	1698
RP11-53B2.5	487
RP11-53B2.3	4745
RP11-53B2.4	665
MIR4526	87
RP11-701H16.4	538
FAM210A	4681
RP11-720L3.1	236
RN7SL362P	267
RNMT	6980
MC5R	1906
MC2R	3730
RP11-681N23.1	321
RP11-411B10.7	864
RP11-411B10.8	811
ZNF519	15787
RP11-411B10.4	830
RP11-411B10.2	1085
RP11-411B10.3	517
FRG2LP	1563
RP11-411B10.5	1240
NF1P5	448
ANKRD20A5P	6302
RNU6-316P	107
RHOT1P1	324
RP11-681B3.4	3505
RP11-757O6.6	528
CYP4F35P	2876
RP11-757O6.7	710
RP11-757O6.4	510
TERF1P2	1212
FEM1AP2	1997
RP11-757O6.8	2551
LONRF2P1	668
CXADRP3	1955
GRAMD4P7	1232
POTEC	7133
RNU6-1021P	107
OR4K7P	945
OR4K8P	1048
SNX19P3	2975
VN1R74P	503
GTF2IP8	584
ANKRD30B	6212
RNU6-1210P	107
RP11-1157N2__B.2	586
MIR3156-2	77
LINC01906	499
FGF7P1	288
RP11-527H14.4	916
LINC01443	2842
LINC01444	1336
RP11-527H14.1	1101
RP11-805F19.3	2529
RP11-805F19.4	1175
RP11-805F19.5	607
RP11-805F19.2	467
RP11-805F19.6	811
RP11-805F19.1	525
RP11-454P7.4	2855
RP11-454P7.5	4140
RP11-454P7.3	467
BNIP3P3	569
RP11-454P7.1	1796
AP005901.1	2970
RNU6-721P	105
ROCK1	11075
RP11-254G11.1	480
RNU6-120P	103
EXOGP1	997
GREB1L-DT	428
GREB1L	10572
RP11-296E23.2	361
RP11-296E23.1	679
ENSG10010139463.1	104
ESCO1	5285
SNRPD1	4862
ABHD3	4337
RP11-13N13.5	336
RP11-13N13.6	447
MIR320C1	88
MIB1	10557
ENSG10010136559.1	170
RN7SL233P	277
MIR133A1HG	5825
MIR133A1	88
MIR1-2	85
RP11-268I9.1	348
RP11-268I9.3	417
RNU6-1038P	104
RP11-268I9.4	292
RNA5SP451	110
LINC01900	955
RP11-595B24.2	453
RNU6ATAC20P	127
GATA6-AS1	3173
GATA6	3799
RP11-627G18.2	359
RNU6-702P	107
RP11-627G18.1	770
RP11-627G18.4	366
RP11-535A5.1	407
CTAGE1	4317
ATP7BP1	466
RPS4XP18	763
RNU6-1032P	107
RP11-739L10.1	570
RP11-370A5.1	1229
RBBP8	5078
RP11-370A5.2	533
UBE2CP2	510
MIR4741	90
RN7SL745P	299
CABLES1	6874
TMEM241	5193
RP11-17J14.2	389
RIOK3	4856
RP11-639E23.1	198
RMC1	3105
NPC1	9705
ANKRD29	6417
RPS10P27	496
LAMA3	14488
RPL23AP77	463
RP11-403A21.1	2343
TTC39C	7188
TTC39C-AS1	817
RP11-403A21.3	564
RP11-799B12.2	507
RNU5A-6P	116
RP11-799B12.1	362
CABYR	3484
RP11-799B12.4	735
OSBPL1A	8029
RNA5SP452	119
RNU6-435P	105
MIR320C2	50
RP11-621L6.2	567
RP11-621L6.3	562
IMPACT	4896
RP11-178F10.1	281
HRH4	3664
RP11-178F10.2	459
RP11-178F10.5	3057
RP11-178F10.3	4345
EIF4A3P1	647
LINC01915	10348
RAC1P1	580
PPIAP57	248
RP11-449D8.5	8281
LINC01894	1731
WBP2P1	771
RP11-958F21.3	663
ZNF521	6225
CTD-2576N18.2	2037
CTD-2576N18.1	1862
CTD-2006O16.2	468
RN7SL97P	299
RP11-737G21.1	253
SS18	6144
RPS24P18	388
PSMA8	1894
DHFRP1	559
NPM1P2	867
TAF4B	4886
SINHCAFP1	658
RP11-25D3.1	839
RP11-107K17.2	658
RNU6-1289P	106
LINC01543	1721
KCTD1	8845
RP11-9E17.1	2821
RP11-349H17.2	1678
MIR8057	69
CIAPIN1P	931
AQP4-AS1	11044
RP11-17A19.2	2694
PCAT18	2598
RP11-552O4.1	1474
RP11-552O4.2	913
AQP4	5943
CHST9	11512
ATP6V1E1P2	358
LINC01908	555
RP11-739N10.1	3244
RP11-26N15.2	922
UBA52P9	359
RP11-612A1.1	1106
RBM22P1	1214
PA2G4P3	1144
RP11-612A1.4	748
RP11-731I21.1	812
CDH2	8583
AC015933.2	440
RP11-430E17.1	471
RP11-510D21.1	965
ARIH2P1	1477
RP11-510D21.2	175
RNU6-408P	100
CTD-2515C13.1	244
CTD-2515C13.2	471
RP11-784B15.1	986
RP11-784B15.2	1337
CTD-2338I4.1	1974
MIR302F	51
RP11-675P14.1	572
RP11-675P14.2	419
RP11-25I11.1	387
RNU6-857P	110
DSC3	7699
DSC2	12501
DSCAS	1298
DSC1	4271
RP11-408H20.3	1039
DSG1	7398
DSG1-AS1	1149
RNU6-167P	106
DSG4	4696
DSG3	5579
RP11-650P15.1	433
DSG2	9492
DSG2-AS1	2448
TTR	2176
B4GALT6	5165
RP11-549B18.1	1169
RN7SKP44	316
LRRC37A7P	2759
RP11-549B18.3	355
SLC25A52	1297
TRAPPC8	9198
RP11-210K20.2	348
RP11-210K20.6	441
RP11-210K20.5	666
RNU6-1050P	107
RP11-326K13.4	1582
PGDP1	1441
RP11-326K13.2	586
RP11-326K13.3	3189
RNF125	6061
RP11-53I6.2	565
RP11-326K13.5	325
RP11-53I6.1	388
RP11-53I6.3	473
RNF138	3776
RP11-53I6.4	553
GAREM1	7966
RNA5SP453	119
MEP1B	2582
CLUHP6	941
RP11-344B2.3	468
RP11-344B2.2	772
HNRNPA1P7	963
RP11-57G22.3	5901
WBP11P1	2972
RP11-413I9.2	468
RP11-386P4.1	264
KLHL14	4951
AC012123.1	1661
RP11-57G22.1	248
RP11-746B8.1	1748
CCDC178	4475
RP11-680N20.1	558
ASXL3-DT	2492
ASXL3	13636
NOL4	6468
RP11-379L18.2	597
RP11-379L18.1	507
RP11-379L18.3	500
DTNA	14445
RP11-115P21.1	537
RP11-138H11.1	577
RP11-96A15.1	1660
MAPRE2	6136
RP11-294N21.2	234
RP11-294N21.3	476
ZNF397	8715
ZSCAN30	8271
RP11-158H5.2	473
RP11-158H5.8	2021
RP11-158H5.7	4382
ZNF271P	7450
RP11-54G14.1	453
ZNF24	8242
ZNF396	6080
RP11-322E11.1	672
RP11-322E11.2	2533
RP11-322E11.5	916
RP11-322E11.6	455
INO80C	5073
RP11-322E11.3	237
GALNT1	5126
MIR3975	70
RP11-712P20.2	1699
RP11-873E20.1	1609
NRBF2P1	859
MIR187	109
MIR3929	55
RP11-905K4.1	731
RP11-723J4.3	1766
C18orf21	1616
RPRD1A	8442
SLC39A6	3683
ELP2	11060
COSMOC	609
MOCOS	6303
RP11-49I11.4	449
RP11-49I11.2	1026
RP11-49I11.3	385
FHOD3	7965
RP11-645I23.1	1702
TPGS2	10569
KIAA1328	11137
RP11-58G13.1	688
RP11-95O2.1	2124
CELF4	6329
RP11-95O2.5	701
RP11-797E24.3	810
RP11-797E24.1	1039
RP11-1147P1.1	648
RP11-19F9.2	6903
MIR4318	81
RPL12P40	488
RP11-60G10.1	990
RP11-687D19.1	947
RN7SKP182	298
RNU6-706P	104
MIR924HG	11735
RP11-1I2.1	609
RPL7AP66	801
MIR924	53
RP11-25C13.1	2805
MIR5583-2	59
MIR5583-1	59
RNU6-1242P	103
LINC01901	1115
LINC01902	12828
RP11-5A1.1	3569
LINC01477	1226
RPL17P45	509
RP11-10C23.1	1281
RP11-142I20.2	1257
KC6	5180
NPM1P1	234
AC011225.1	369
PIK3C3	15170
RP11-687E1.2	326
RP11-115N12.1	441
RP11-687E1.3	3623
LINC00907	10962
RNA5SP454	127
RP11-1119E12.1	4179
RIT2	2045
RP11-761D8.1	2629
SYT4	4308
RP11-789C7.1	664
AC083760.1	670
RNA5SP455	119
CTC-782O7.3	943
LINC01478	4596
KRT8P5	1458
MLECP1	709
SETBP1-DT	2065
SETBP1	14344
RP11-9H20.2	741
MIR4319	85
RP11-693M3.1	3095
RP11-846C15.2	3434
SLC14A2	4736
SLC14A2-AS1	1391
RP11-749H17.1	2769
RP11-309E23.3	735
RP11-749H17.2	726
RP11-749H17.3	176
RP11-116O18.4	2040
RP11-116O18.1	1785
RP11-116O18.3	731
SLC14A1	7182
RP11-618K16.4	141
SIGLEC15	3449
EPG5	13730
PSTPIP2	4120
RN7SKP26	293
RP11-8H2.1	1524
RNY4P37	96
ATP5F1A	10908
HAUS1	2119
RNU6-1278P	107
C18orf25	9577
RNF165	11419
RP11-63I8.1	1377
RP11-418K9.3	1246
LOXHD1	9213
ST8SIA5	15673
RP11-742D12.1	249
ST8SIA5-DT	10683
RP11-687F6.5	2599
PIAS2	17535
RP11-687F6.4	621
RP11-776B3.1	603
KATNAL2	5054
ELOA3D	1641
ELOA3CP	1218
ELOA3B	1641
ELOA3	1641
ELOA2	3095
RP11-49K24.3	478
RP11-49K24.4	200
RP11-49K24.8	2117
HDHD2	4679
RP11-49K24.6	1786
RP11-49K24.5	273
IER3IP1	4233
SKOR2	4151
RNU6-1131P	107
RP11-701C7.1	938
MIR4527HG	1397
MIR4527	70
RP11-157P23.1	1935
RP11-157P23.2	545
TPMTP1	737
RP11-767C4.1	571
SMAD2	36426
MTCO2P2	225
RP11-380M21.1	529
RP11-380M21.4	282
RP11-380M21.3	298
ZBTB7C	7610
RP11-246E12.2	2873
RP11-246E12.4	2218
RNU6-708P	107
C18orf12	537
RNA5SP456	114
RP11-23B5.2	210
POLR3GP2	668
CTIF	8115
RP11-426J5.3	3548
RP11-426J5.1	796
MIR4743	69
RP11-426J5.2	465
RP11-46D1.2	626
RP11-484L8.1	877
SMAD7	3946
RP11-1058N17.1	352
RP11-15F12.6	714
RP11-15F12.1	659
DYM	12343
MIR4744	82
RP11-15F12.3	502
RP11-30L3.2	472
RP11-110H1.9	332
RP11-110H1.10	546
PRR13P4	421
C18orf32	5747
RPL17-C18orf32	1529
RP11-110H1.4	483
MIR1539	582
RPL17	2451
SNORD58C	64
SNORD58A	65
SNORD58B	66
SRP72P1	1750
LINC02837	2190
LIPG	13089
SMUG1P1	811
RP11-813F20.2	340
ACAA2	4920
RP11-886H22.1	936
SNHG22	2593
SCARNA17	144
ENSG10010137176.1	83
MYO5B	10566
RNA5SP457	124
RP11-813F20.4	375
ADAD1P2	646
RP11-689E3.2	421
MIR4320	65
RN7SL310P	281
CFAP53	1824
RP11-699C17.1	426
MBD1	6734
CXXC1	3854
RP11-1030E3.1	438
RP11-1030E3.2	605
RNA5SP458	119
SKA1	2900
RPLP0P11	909
MAPK4	7594
RP11-10I6.3	1778
RP11-10I6.2	398
MRO	5525
HNRNPA3P16	1016
RPL17P46	544
ME2	15897
ELAC1	3970
RP11-729L2.2	1305
SMAD4	13123
SRSF10P1	764
MEX3C	7871
RNU1-46P	164
LINC01630	18357
SS18L2P2	235
RP11-267C16.2	1347
RSL24D1P9	472
RP11-440L16.1	685
RPS8P3	622
RP11-25O3.3	498
RP11-25O3.2	2178
RP11-25O3.1	714
DCC	13135
RP11-7K9.2	216
VN1R76P	456
MIR4528	90
LINC01917	2095
LINC01919	3758
RPL29P32	472
RP11-116K4.1	445
MBD2	5686
SNORA37	129
RP11-850A17.1	1683
POLI	9358
STARD6	1862
C18orf54	6175
SNRPGP2	226
CUPIN1P	1157
RP11-61D1.2	130
RP11-289E15.1	404
RP11-289E15.2	79
DYNAP	2137
RAB27B	7154
RPSAP57	832
RP11-99A1.2	1100
RP11-839G9.1	567
CCDC68	5133
MAP1LC3P	330
LINC01929	3254
RNA5SP459	100
TCF4	29166
TCF4-AS1	396
MIR4529	78
TCF4-AS2	445
RP11-397A16.1	2654
RPL21P126	478
LINC01415	4434
RP11-397A16.3	2593
RP11-214L13.2	1635
LINC01416	5488
CTD-2008L17.1	3518
CTD-2008L17.2	3193
CTD-2008L17.3	2198
LINC01905	3688
RP11-456O19.5	552
LINC01539	4874
RP11-456O19.3	1568
TXNL1	11297
WDR7	8899
RP11-383D22.1	581
WDR7-OT1	565
RP11-383D22.3	785
LINC-ROR	3891
CTD-2526M8.3	522
BOD1L2	3324
LINC02565	478
RNU6-737P	107
ST8SIA3	10324
RP11-714M23.2	4980
ONECUT2	16546
FECH	11128
RP11-706P11.2	481
NARS1	4089
RP11-35G9.3	2397
RP11-35G9.5	5451
ATP8B1	7028
RNU6-742P	107
RSL24D1P11	491
LINC01897	405
HMGN1P30	268
NEDD4L	34097
RP11-718I15.1	568
RP11-845C23.2	1101
RP11-845C23.3	768
RP11-1151B14.2	646
MIR122HG	5008
MIR122	85
MIR3591	73
RP11-1151B14.1	1294
ALPK2	9565
RP11-1151B14.5	713
RP11-1151B14.4	2553
RP11-126O1.2	335
SNORA108	68
RPL9P31	578
RP11-126O1.6	249
MALT1-AS1	1209
MALT1	11448
RP11-126O1.4	670
MRPL37P1	1337
RP11-108P20.3	625
RP11-108P20.2	740
RNU6-219P	107
LINC01926	648
ZNF532	11754
RNU2-69P	100
OACYLP	3166
RP11-685A21.1	2619
SEC11C	4118
GRP	861
RAX	3786
CPLX4	3545
LMAN1	6070
RP11-27G24.1	417
CCBE1	6753
RP11-27G24.3	487
RP11-760L24.1	546
RP11-2N1.1	542
RP11-2N1.2	1081
RP11-2N1.3	424
RPS26P54	348
GLUD1P4	418
RP11-824M15.3	1114
PMAIP1	2186
RP11-866E20.1	489
NFE2L3P1	1959
RN7SL342P	294
ENTR1P1	1150
RP11-866E20.3	1762
SINHCAFP2	664
RNU6-567P	107
RP11-795H16.3	942
RPS3AP49	790
RNU4-17P	141
RP11-795H16.2	1618
RP11-396N11.1	995
RP11-325K19.7	2316
MC4R	1714
RP11-325K19.3	287
MRPS5P4	325
RP11-325K19.6	541
RP11-325K19.2	1692
RP11-325K19.1	1762
CTBP2P3	1255
HMGN1P31	304
CDH20	4277
RNU6-116P	109
RPL30P14	348
RP11-879F14.3	610
RP11-879F14.2	1421
RP11-879F14.1	1156
RP11-1096D5.2	316
LINC01544	7080
RNF152	10213
PIGN	19003
RPIAP1	742
RELCH	10722
RP11-173A16.2	1603
RP11-173A16.1	637
TNFRSF11A	8995
RP11-640A1.3	324
RPL17P44	550
RP11-640A1.4	259
ACTBP9	1099
ZCCHC2	10213
RP11-120K19.4	407
RP11-120K19.3	1303
RN7SL705P	294
PHLPP1	9051
RNU6-142P	107
BCL2	12612
RP11-299P2.1	207
RP11-299P2.2	547
KDSR	9031
KDSR-DT	785
VPS4B	4315
RP11-635N19.2	1153
SERPINB5	3742
RP11-635N19.3	418
ATP5MC1P6	412
SERPINB12	4037
SERPINB13	4534
SERPINB4	1971
SERPINB11	3694
SERPINB3	1707
SERPINB7	2637
SERPINB2	2741
SERPINB10	2702
HMSD	2921
RP11-793J2.1	1609
SERPINB8	5764
LINC01924	3452
RPL12P39	496
LINC00305	2873
LINC01538	3153
RP11-762J3.1	198
RP11-10E14.1	934
AC007948.1	242
AC007631.1	189
LINC01916	1269
RP11-775G23.1	1231
CDH7	14528
RP11-389J22.1	792
RP11-389J22.3	312
PRPF19P1	898
CDH19	6864
RNU6-1037P	107
MIR5011	103
RPL31P9	141
RP11-563H6.1	173
CTD-2541J13.1	3176
DSEL	9266
CTD-2541J13.2	3305
DSEL-AS1	2991
RP11-29O13.1	331
RP11-28O3.2	629
FAM32DP	318
RP11-638L3.4	2484
LINC01903	2149
RP11-638L3.2	1297
RP11-659F24.1	440
RP11-526H11.1	876
RP11-421N8.3	3361
LINC01912	1387
RP11-421N8.1	442
RP11-128D14.1	755
AKR1B10P2	927
MTL3P	154
TMX3	7447
CCDC102B	5805
RP11-734B5.2	479
RP11-106E15.1	302
RNU6-39P	107
SDHCP1	512
RP11-861L17.3	559
RP11-861L17.4	552
RP11-861L17.2	658
RP11-674P19.2	2074
RP11-674P19.3	3249
RP11-17E3.1	524
DOK6	9554
RP11-465I4.3	612
RP11-465I4.2	432
RP11-543H23.1	3577
RP11-543H23.2	483
CD226	13659
RTTN	19358
RP11-704G7.1	2554
SOCS6	5839
LINC01909	1040
LIVAR	384
LINC01910	2637
LARP7P3	337
RPS2P6	895
RP11-644A7.2	1576
RP11-644A7.3	4469
RN7SL795P	282
GTSCR1	470
RP11-384E22.1	374
RP11-529J17.1	847
RP11-47G4.3	5720
RP11-47G4.2	1709
RP11-47G4.1	1018
LINC01541	3105
RP11-752P2.1	348
RP11-752P2.2	378
LINC01899	1101
RP11-723G8.1	613
RP11-736G13.1	287
RP11-736G13.2	304
CBLN2	5483
HNRNPA1P11	956
NETO1	8901
RP11-713C5.1	2206
RNA5SP460	100
MIR548AV	62
NETO1-DT	3177
LINC02864	9518
LINC02582	2493
RP11-126K15.1	555
RN7SL401P	298
RP11-25L3.3	493
RP11-25L3.1	693
RP11-625N15.1	891
FBXO15	6223
TIMM21	5197
RP11-669I1.1	1463
RN7SL551P	298
CYB5A	9271
RP11-669I1.2	1467
C18orf63	5103
FAUP1	414
LINC01922	2339
DIPK1C	3207
RP11-231E4.6	2934
CNDP2	11822
RP11-231E4.5	483
CNDP1	7117
RP11-231E4.3	331
ZNF407-AS1	5411
ZNF407	12190
RP11-405M12.3	555
RP11-405M12.4	663
ENSG10010139445.1	147
RP11-405M12.2	2674
RP11-405M12.5	779
ZADH2	7943
TSHZ1	8566
RP11-321M21.4	541
RP11-321M21.3	2757
SMIM21	4009
RP11-321M21.1	748
RP11-396D4.2	5372
RP11-396D4.1	1022
RP11-59J7.1	954
RP11-704C2.2	1002
LINC01898	2404
RP11-173L6.1	597
RP11-1O2.2	169
RP11-357H3.1	211
RP11-1O2.1	4114
RP11-94B19.6	464
LINC01893	1654
RP11-94B19.5	594
RP11-94B19.2	1817
RP11-94B19.7	598
RP11-94B19.3	922
RP11-94B19.4	462
ZNF516	8777
RP11-504I13.3	398
RP11-504I13.2	3765
ZNF516-AS1	1574
ZNF516-DT	2076
LINC00683	14961
RP11-111H3.4	752
LINC01927	1969
LINC01879	2604
ARL2BPP1	478
CCND3P2	537
AC139085.2	182
ZNF236-DT	1295
RNU6-346P	111
RP11-162A12.4	586
ZNF236	11150
RPL26P35	460
RP11-162A12.3	2747
RP11-862L9.3	2478
MBP	18730
RP11-862L9.2	3998
RP11-862L9.4	1640
RP11-4B16.3	361
RP11-4B16.1	2254
RP11-4B16.4	3125
RP11-751H17.1	560
GALR1	11004
RP11-176N18.2	843
ENSG10010138590.1	127
BDP1P	1990
RP11-63N3.1	661
RP11-63N3.2	275
RP11-63N3.3	1786
RNA5SP461	104
LINC01029	4449
RP11-671C19.2	788
RNU6-655P	107
RP11-100K18.1	2727
RP11-451L19.1	573
RP11-123I22.1	397
RP11-715C4.1	399
CTD-2382H12.2	179
CTD-2382H12.1	523
CTD-2382H12.3	1245
LINC01896	1732
SALL3	6849
ATP9B	14934
RP11-849I19.2	1302
CTD-2286N8.2	714
CTD-2286N8.1	2167
CTD-2286N8.3	3913
RP11-1136J12.1	728
RP11-800A18.4	502
RP11-800A18.3	2110
NFATC1	9068
RP11-196B3.1	1945
RP11-196B3.5	2984
RP11-196B3.3	568
RP11-196B3.2	2291
RP11-196B3.4	260
RP11-196B3.6	1185
RP11-567M16.1	6158
RP11-567M16.2	585
RP11-567M16.3	1111
RP11-567M16.6	2072
CTDP1	6196
RP11-567M16.5	474
RP11-154H12.2	636
RP11-154H12.3	527
KCNG2	2162
RP11-248M19.1	349
SLC66A2	5218
RP11-248M19.2	2662
HSBP1L1	2035
TXNL4A	5217
RP11-795F19.5	3902
RBFA	7945
RBFADN	6623
SLC25A6P4	553
ADNP2	5657
PARD6G-AS1	5996
PARD6G	4192
AC139100.4	662
AC139100.3	2232
WASH5P	6331
AC008993.2	776
LLNLR-222A1.1	806
AC008993.3	631
MIR1302-11	138
FAM138F	1285
OR4G3P	913
OR4G1P	1788
OR4F17	3265
WBP1LP11	328
OR4F8P	937
AC092192.1	1018
SEPTIN14P19	634
CICP19	2357
LLNLF-173C4.2	757
LLNLF-173C4.1	634
LINC01002	8711
LLNLF-176F2.1	676
RNU6-1076P	104
CTD-3113P16.11	3021
PLPP2	6958
CTD-3113P16.5	542
MIER2	3810
THEG	2086
LLfos-22E10.1	2226
AC010641.1	529
C2CD4C	3099
SHC2	4162
RNA5SP462	112
ODF3L2	1718
MADCAM1	2453
MADCAM1-AS1	850
TPGS1	3642
CDC34	1894
GZMM	945
BSG-AS1	865
BSG	4418
HCN2	3420
AC005559.3	871
POLRMT	5060
AC004449.6	433
FGF22	2778
RNF126	3452
AC004156.3	3319
FSTL3	3033
PRSS57	1090
RPS2P52	820
PALM	4912
MISP	2980
AC006273.4	861
LINC01836	1698
PTBP1	7521
MIR4745	62
PLPPR3	2719
MIR3187	70
AZU1	1782
PRTN3	1107
ELANE	1028
CFD	1212
MED16	4222
RNU6-9	107
R3HDM4	2957
KISS1R	1670
ARID3A	7217
AC005391.2	328
LLNLR-260G6.1	341
WDR18	2283
LLNLR-284B4.2	641
GRIN3B	3281
